Opgørelsesår,Kommune,Fødselsårgang,Køn,Antal børn,Gennemsnitlig højde i cm,Gennemsnitlig vægt i gram,Procentdel undervægt,Procentdel normalvægt,Procentdel moderat overvægt,Procentdel svær overvægt,urban_rural
2024,Favrskov,2008.0,Kvinde,248,165.66129032258064,58106.04838709677,2.0161290322580645,81.04838709677419,13.306451612903224,3.6290322580645165,Rural
2025,Favrskov,2009.0,Kvinde,245,166.50204081632654,58307.755102040814,2.0408163265306123,84.08163265306122,10.612244897959183,3.2653061224489797,Rural
2014,Favrskov,1998.0,Mand,320,175.021875,63217.5,1.875,82.5,13.125,2.5,Rural
2015,Favrskov,1999.0,Mand,342,174.44152046783626,62625.73099415204,1.7543859649122806,82.45614035087719,11.403508771929824,4.385964912280701,Rural
2016,Favrskov,2000.0,Mand,336,174.88095238095238,64096.42857142857,1.7857142857142856,80.35714285714286,12.797619047619047,5.059523809523809,Rural
2017,Favrskov,2001.0,Mand,318,174.64465408805032,61820.75471698113,0.9433962264150944,86.79245283018868,9.748427672955975,2.515723270440252,Rural
2018,Favrskov,2002.0,Mand,259,175.90733590733592,66171.81467181467,1.5444015444015444,81.46718146718148,12.741312741312742,4.247104247104247,Rural
2019,Favrskov,2003.0,Mand,281,177.39501779359432,66881.85053380782,2.135231316725979,76.51245551601423,17.08185053380783,4.270462633451958,Rural
2020,Favrskov,2004.0,Mand,289,178.05536332179932,66890.65743944637,2.0761245674740483,80.27681660899654,14.878892733564014,2.768166089965398,Rural
2021,Favrskov,2005.0,Mand,297,177.14478114478115,66991.9191919192,1.3468013468013467,79.46127946127946,14.47811447811448,4.713804713804714,Rural
2022,Favrskov,2006.0,Mand,301,177.06976744186048,66614.95016611296,1.9933554817275747,78.7375415282392,14.61794019933555,4.651162790697675,Rural
2023,Favrskov,2007.0,Mand,273,178.3186813186813,66420.87912087912,2.197802197802198,81.31868131868131,13.91941391941392,2.564102564102564,Rural
2024,Favrskov,2008.0,Mand,312,177.0,66163.78205128205,1.9230769230769231,77.56410256410257,16.346153846153847,4.166666666666666,Rural
2025,Favrskov,2009.0,Mand,323,177.75851393188856,66834.3653250774,1.238390092879257,76.47058823529412,19.195046439628484,3.0959752321981426,Rural
2014,Faxe,1998.0,Begge,388,170.19845360824743,60985.051546391755,2.3195876288659796,79.12371134020619,13.402061855670103,5.154639175257731,Rural
2015,Faxe,1999.0,Begge,390,170.17179487179487,60285.89743589744,1.7948717948717947,81.28205128205128,13.076923076923078,3.8461538461538463,Rural
2016,Faxe,2000.0,Begge,397,170.088161209068,61056.92695214106,3.022670025188917,75.56675062972292,18.1360201511335,3.27455919395466,Rural
2017,Faxe,2001.0,Begge,393,170.00763358778627,59935.62340966921,3.0534351145038165,81.1704834605598,13.231552162849871,2.5445292620865136,Rural
2018,Faxe,2002.0,Begge,358,170.56703910614524,62045.81005586592,1.3966480446927374,77.6536312849162,16.75977653631285,4.189944134078212,Rural
2019,Faxe,2003.0,Begge,384,170.46614583333334,61667.447916666664,2.083333333333333,77.60416666666666,16.145833333333336,4.166666666666666,Rural
2020,Faxe,2004.0,Begge,436,170.04357798165137,61980.963302752294,1.3761467889908259,75,16.743119266055047,6.8807339449541285,Rural
2021,Faxe,2005.0,Begge,379,169.68337730870712,62565.963060686016,1.0554089709762533,73.61477572559367,17.41424802110818,7.9155672823219,Rural
2022,Faxe,2006.0,Begge,418,170.10765550239233,62001.91387559809,1.9138755980861244,73.20574162679426,18.181818181818183,6.698564593301436,Rural
2023,Faxe,2007.0,Begge,404,168.9950495049505,60816.08910891089,2.2277227722772275,73.51485148514851,18.06930693069307,6.188118811881188,Rural
2024,Faxe,2008.0,Begge,407,169.83046683046683,62177.149877149874,1.2285012285012284,75.92137592137593,15.724815724815725,7.125307125307126,Rural
2025,Faxe,2009.0,Begge,355,168.92394366197183,61490.704225352114,1.4084507042253522,72.95774647887325,19.154929577464788,6.478873239436619,Rural
2014,Faxe,1998.0,Kvinde,201,165.87064676616916,58973.63184079602,2.4875621890547266,78.60696517412936,12.935323383084576,5.970149253731343,Rural
2015,Faxe,1999.0,Kvinde,191,165.4869109947644,56925.65445026178,2.094240837696335,82.72251308900523,11.518324607329843,3.664921465968586,Rural
2016,Faxe,2000.0,Kvinde,196,165.80612244897958,58145.91836734694,3.061224489795918,75.51020408163265,19.387755102040817,2.0408163265306123,Rural
2017,Faxe,2001.0,Kvinde,184,165.67391304347825,58476.63043478261,3.260869565217391,76.63043478260869,16.847826086956523,3.260869565217391,Rural
2018,Faxe,2002.0,Kvinde,159,165.8679245283019,59221.38364779874,1.257861635220126,79.24528301886792,15.09433962264151,4.40251572327044,Rural
2019,Faxe,2003.0,Kvinde,192,166.04166666666666,59130.208333333336,1.5625,81.25,14.0625,3.125,Rural
2020,Faxe,2004.0,Kvinde,198,165.33333333333334,59320.707070707074,1.0101010101010102,73.73737373737373,19.19191919191919,6.0606060606060606,Rural
2021,Faxe,2005.0,Kvinde,173,165.28323699421966,59101.73410404624,1.7341040462427744,77.45664739884393,14.450867052023122,6.358381502890173,Rural
2022,Faxe,2006.0,Kvinde,186,165.6236559139785,58570.43010752688,2.1505376344086025,76.34408602150538,17.20430107526882,4.301075268817205,Rural
2023,Faxe,2007.0,Kvinde,191,164.89005235602093,58151.832460732985,2.6178010471204187,74.3455497382199,18.848167539267017,4.18848167539267,Rural
2024,Faxe,2008.0,Kvinde,167,164.40718562874252,59041.91616766467,2.3952095808383236,73.65269461077844,16.766467065868262,7.18562874251497,Rural
2025,Faxe,2009.0,Kvinde,157,164.19108280254778,58267.515923566876,1.910828025477707,73.24840764331209,17.197452229299362,7.643312101910828,Rural
2014,Faxe,1998.0,Mand,187,174.85026737967914,63147.05882352941,2.13903743315508,79.67914438502673,13.903743315508022,4.27807486631016,Rural
2015,Faxe,1999.0,Mand,199,174.66834170854273,63511.05527638191,1.507537688442211,79.89949748743719,14.572864321608039,4.0201005025125625,Rural
2016,Faxe,2000.0,Mand,201,174.2636815920398,63895.522388059704,2.9850746268656714,75.62189054726367,16.91542288557214,4.477611940298507,Rural
2017,Faxe,2001.0,Mand,209,173.82296650717703,61220.095693779906,2.8708133971291865,85.16746411483254,10.047846889952153,1.9138755980861244,Rural
2018,Faxe,2002.0,Mand,199,174.321608040201,64302.51256281407,1.507537688442211,76.38190954773869,18.090452261306535,4.0201005025125625,Rural
2019,Faxe,2003.0,Mand,192,174.890625,64204.6875,2.604166666666667,73.95833333333334,18.229166666666664,5.208333333333334,Rural
2020,Faxe,2004.0,Mand,238,173.96218487394958,64194.117647058825,1.680672268907563,76.05042016806722,14.705882352941178,7.563025210084033,Rural
2021,Faxe,2005.0,Mand,206,173.37864077669903,65475.2427184466,0.48543689320388345,70.3883495145631,19.902912621359224,9.223300970873787,Rural
2022,Faxe,2006.0,Mand,232,173.70258620689654,64753.01724137931,1.7241379310344827,70.6896551724138,18.96551724137931,8.620689655172415,Rural
2023,Faxe,2007.0,Mand,213,172.67605633802816,63205.164319248826,1.8779342723004695,72.76995305164318,17.370892018779344,7.981220657276995,Rural
2024,Faxe,2008.0,Mand,240,173.60416666666666,64358.75,0.4166666666666667,77.5,15.0,7.083333333333333,Rural
2025,Faxe,2009.0,Mand,198,172.67676767676767,64046.46464646464,1.0101010101010102,72.72727272727273,20.707070707070706,5.555555555555555,Rural
2014,Fredensborg,1998.0,Begge,525,170.6304761904762,61009.71428571428,1.5238095238095237,84.57142857142857,10.857142857142858,3.0476190476190474,Rural
2015,Fredensborg,1999.0,Begge,529,170.93950850661625,61215.122873345936,2.6465028355387523,82.23062381852552,10.58601134215501,4.536862003780719,Rural
2016,Fredensborg,2000.0,Begge,506,170.6304347826087,61285.57312252965,1.5810276679841897,80.23715415019763,16.99604743083004,1.185770750988142,Rural
2017,Fredensborg,2001.0,Begge,564,169.31560283687944,59139.716312056735,2.304964539007092,82.4468085106383,12.411347517730496,2.8368794326241136,Rural
2018,Fredensborg,2002.0,Begge,501,169.55289421157684,59444.51097804391,2.7944111776447107,79.64071856287424,14.37125748502994,3.1936127744510974,Rural
2019,Fredensborg,2003.0,Begge,537,169.9292364990689,59584.171322160146,2.0484171322160147,83.05400372439479,11.731843575418994,3.165735567970205,Rural
2020,Fredensborg,2004.0,Begge,418,168.9712918660287,58602.39234449761,3.349282296650718,81.10047846889952,13.397129186602871,2.15311004784689,Rural
2021,Fredensborg,2005.0,Begge,360,170.07777777777778,61077.5,1.6666666666666667,80.27777777777779,13.88888888888889,4.166666666666666,Rural
2022,Fredensborg,2006.0,Begge,460,171.55217391304348,62201.30434782609,1.956521739130435,78.69565217391305,14.347826086956522,5.0,Rural
2023,Fredensborg,2007.0,Begge,464,169.39870689655172,60400.0,2.3706896551724137,79.52586206896551,14.224137931034484,3.8793103448275863,Rural
2024,Fredensborg,2008.0,Begge,439,171.10250569476082,60683.371298405465,1.8223234624145785,82.00455580865604,13.211845102505695,2.9612756264236904,Rural
2025,Fredensborg,2009.0,Begge,404,170.76237623762376,60345.0495049505,1.7326732673267329,82.92079207920791,12.623762376237623,2.722772277227723,Rural
2014,Fredensborg,1998.0,Kvinde,264,165.81439393939394,56890.530303030304,1.5151515151515151,86.74242424242425,10.606060606060606,1.1363636363636365,Rural
2015,Fredensborg,1999.0,Kvinde,255,166.42745098039217,58776.07843137255,4.313725490196078,79.2156862745098,12.156862745098039,4.313725490196078,Rural
2016,Fredensborg,2000.0,Kvinde,257,165.7976653696498,58011.673151750976,1.9455252918287937,82.10116731517509,15.17509727626459,0.7782101167315175,Rural
2017,Fredensborg,2001.0,Kvinde,284,165.21478873239437,56732.74647887324,2.112676056338028,83.80281690140845,12.323943661971832,1.7605633802816902,Rural
2018,Fredensborg,2002.0,Kvinde,246,165.7642276422764,57592.276422764226,1.2195121951219512,80.89430894308943,15.853658536585366,2.0325203252032518,Rural
2019,Fredensborg,2003.0,Kvinde,258,166.30232558139534,57677.90697674418,1.1627906976744187,84.49612403100775,10.852713178294573,3.488372093023256,Rural
2020,Fredensborg,2004.0,Kvinde,223,165.97309417040358,56888.78923766816,1.7937219730941705,83.40807174887892,12.556053811659194,2.242152466367713,Rural
2021,Fredensborg,2005.0,Kvinde,177,165.50282485875707,57855.93220338983,2.824858757062147,80.22598870056498,13.559322033898304,3.389830508474576,Rural
2022,Fredensborg,2006.0,Kvinde,206,166.48058252427185,57924.271844660194,0.9708737864077669,83.98058252427184,13.592233009708737,1.4563106796116505,Rural
2023,Fredensborg,2007.0,Kvinde,244,165.47540983606558,57431.55737704918,2.8688524590163933,81.9672131147541,11.885245901639344,3.278688524590164,Rural
2024,Fredensborg,2008.0,Kvinde,191,166.41361256544502,57396.858638743455,3.1413612565445024,81.15183246073299,13.089005235602095,2.6178010471204187,Rural
2025,Fredensborg,2009.0,Kvinde,183,165.327868852459,55990.71038251366,1.639344262295082,86.88524590163934,9.836065573770492,1.639344262295082,Rural
2014,Fredensborg,1998.0,Mand,261,175.50191570881225,65176.24521072797,1.532567049808429,82.37547892720306,11.11111111111111,4.980842911877394,Rural
2015,Fredensborg,1999.0,Mand,274,175.13868613138686,63485.03649635037,1.094890510948905,85.03649635036497,9.124087591240876,4.744525547445255,Rural
2016,Fredensborg,2000.0,Mand,249,175.61847389558233,64664.65863453815,1.2048192771084338,78.3132530120482,18.87550200803213,1.6064257028112447,Rural
2017,Fredensborg,2001.0,Mand,280,173.475,61581.07142857143,2.5,81.07142857142857,12.5,3.9285714285714284,Rural
2018,Fredensborg,2002.0,Mand,255,173.2078431372549,61231.37254901961,4.313725490196078,78.43137254901961,12.941176470588237,4.313725490196078,Rural
2019,Fredensborg,2003.0,Mand,279,173.2831541218638,61346.95340501792,2.867383512544803,81.72043010752688,12.544802867383511,2.867383512544803,Rural
2020,Fredensborg,2004.0,Mand,195,172.4,60562.05128205128,5.128205128205128,78.46153846153847,14.358974358974358,2.051282051282051,Rural
2021,Fredensborg,2005.0,Mand,183,174.50273224043715,64193.44262295082,0.546448087431694,80.32786885245902,14.207650273224044,4.918032786885246,Rural
2022,Fredensborg,2006.0,Mand,254,175.66535433070865,65670.07874015748,2.7559055118110236,74.40944881889764,14.960629921259844,7.874015748031496,Rural
2023,Fredensborg,2007.0,Mand,220,173.75,63692.27272727273,1.8181818181818181,76.81818181818181,16.818181818181817,4.545454545454546,Rural
2024,Fredensborg,2008.0,Mand,248,174.71370967741936,63214.51612903226,0.8064516129032258,82.66129032258065,13.306451612903224,3.225806451612903,Rural
2025,Fredensborg,2009.0,Mand,221,175.26244343891403,63950.67873303167,1.809954751131222,79.63800904977376,14.93212669683258,3.619909502262444,Rural
2014,Fredericia,1998.0,Begge,534,170.50187265917603,61396.441947565545,1.3108614232209739,81.46067415730337,13.108614232209737,4.119850187265917,Urban
2015,Fredericia,1999.0,Begge,421,165.6745843230404,55391.44893111639,4.513064133016627,78.38479809976246,13.064133016627078,4.038004750593824,Urban
2016,Fredericia,2000.0,Begge,337,166.34421364985164,55468.54599406528,2.3738872403560833,80.1186943620178,15.727002967359049,1.7804154302670623,Urban
2017,Fredericia,2001.0,Begge,416,170.5721153846154,60881.971153846156,2.403846153846154,80.52884615384616,13.701923076923078,3.3653846153846154,Urban
2018,Fredericia,2002.0,Begge,572,171.0979020979021,61923.95104895105,2.097902097902098,80.24475524475524,12.937062937062937,4.72027972027972,Urban
2019,Fredericia,2003.0,Begge,603,171.0928689883914,61960.199004975126,1.658374792703151,80.09950248756219,13.432835820895523,4.809286898839138,Urban
2020,Fredericia,2004.0,Begge,637,171.04709576138148,63190.10989010989,2.197802197802198,75.51020408163265,16.16954474097331,6.122448979591836,Urban
2021,Fredericia,2005.0,Begge,565,171.08495575221238,63034.33628318584,2.1238938053097343,77.16814159292036,15.575221238938052,5.132743362831858,Urban
2022,Fredericia,2006.0,Begge,503,170.9840954274354,64203.37972166998,2.3856858846918487,70.57654075546719,19.681908548707753,7.3558648111332,Urban
2023,Fredericia,2007.0,Begge,504,171.53571428571428,63149.40476190476,2.7777777777777777,76.78571428571429,13.88888888888889,6.547619047619048,Urban
2024,Fredericia,2008.0,Begge,534,171.6760299625468,62667.97752808989,2.9962546816479403,77.52808988764045,14.41947565543071,5.056179775280898,Urban
2025,Fredericia,2009.0,Begge,527,167.865275142315,57810.246679316886,3.984819734345351,76.0910815939279,15.370018975332068,4.554079696394687,Urban
2014,Fredericia,1998.0,Kvinde,279,166.40143369175627,59302.15053763441,1.7921146953405016,78.49462365591397,14.695340501792115,5.017921146953405,Urban
2015,Fredericia,1999.0,Kvinde,222,164.07657657657657,54763.06306306306,4.504504504504505,77.47747747747748,13.963963963963963,4.054054054054054,Urban
2016,Fredericia,2000.0,Kvinde,173,164.6878612716763,54155.491329479766,2.312138728323699,82.08092485549133,15.606936416184972,,Urban
2017,Fredericia,2001.0,Kvinde,204,165.4656862745098,58563.23529411765,2.450980392156863,79.90196078431373,12.745098039215685,4.901960784313726,Urban
2018,Fredericia,2002.0,Kvinde,272,166.0808823529412,59105.14705882353,1.4705882352941175,79.41176470588235,13.970588235294118,5.147058823529411,Urban
2019,Fredericia,2003.0,Kvinde,315,166.3968253968254,59070.15873015873,0.9523809523809524,80.63492063492063,13.015873015873018,5.396825396825397,Urban
2020,Fredericia,2004.0,Kvinde,331,166.70996978851963,61490.03021148036,2.1148036253776437,74.62235649546828,16.314199395770395,6.948640483383686,Urban
2021,Fredericia,2005.0,Kvinde,290,166.44482758620688,59979.31034482759,2.0689655172413794,79.3103448275862,13.448275862068964,5.172413793103448,Urban
2022,Fredericia,2006.0,Kvinde,241,165.0954356846473,59943.15352697096,1.2448132780082988,72.61410788381743,19.91701244813278,6.224066390041494,Urban
2023,Fredericia,2007.0,Kvinde,237,166.0126582278481,58898.31223628692,3.375527426160337,81.85654008438819,8.860759493670885,5.9071729957805905,Urban
2024,Fredericia,2008.0,Kvinde,245,165.77959183673468,58444.897959183676,2.0408163265306123,82.44897959183673,11.428571428571429,4.081632653061225,Urban
2025,Fredericia,2009.0,Kvinde,247,164.40485829959513,55946.153846153844,4.4534412955465585,75.7085020242915,16.194331983805668,3.643724696356275,Urban
2014,Fredericia,1998.0,Mand,255,174.98823529411766,63687.8431372549,0.7843137254901961,84.70588235294117,11.372549019607844,3.1372549019607843,Urban
2015,Fredericia,1999.0,Mand,199,167.4572864321608,56092.46231155779,4.522613065326634,79.39698492462311,12.060301507537687,4.0201005025125625,Urban
2016,Fredericia,2000.0,Mand,164,168.09146341463415,56853.65853658537,2.4390243902439024,78.04878048780488,15.853658536585366,3.6585365853658534,Urban
2017,Fredericia,2001.0,Mand,212,175.48584905660377,63113.20754716981,2.358490566037736,81.13207547169812,14.622641509433961,1.8867924528301887,Urban
2018,Fredericia,2002.0,Mand,300,175.64666666666668,64479.666666666664,2.666666666666667,81,12.0,4.333333333333334,Urban
2019,Fredericia,2003.0,Mand,288,176.22916666666666,65121.180555555555,2.430555555555556,79.51388888888889,13.88888888888889,4.166666666666666,Urban
2020,Fredericia,2004.0,Mand,306,175.73856209150327,65029.08496732026,2.287581699346405,76.47058823529412,16.013071895424837,5.228758169934641,Urban
2021,Fredericia,2005.0,Mand,275,175.9781818181818,66256.0,2.181818181818182,74.90909090909092,17.81818181818182,5.090909090909091,Urban
2022,Fredericia,2006.0,Mand,262,176.40076335877862,68122.13740458015,3.435114503816794,68.70229007633588,19.46564885496183,8.396946564885496,Urban
2023,Fredericia,2007.0,Mand,267,176.43820224719101,66922.84644194756,2.247191011235955,72.28464419475655,18.352059925093634,7.116104868913857,Urban
2024,Fredericia,2008.0,Mand,289,176.67474048442907,66248.09688581315,3.8062283737024223,73.35640138408304,16.955017301038062,5.88235294117647,Urban
2025,Fredericia,2009.0,Mand,280,170.91785714285714,59454.642857142855,3.571428571428571,76.42857142857142,14.642857142857144,5.357142857142857,Urban
2014,Frederiksberg,1998.0,Begge,612,170.54248366013073,60062.4183006536,1.7973856209150325,85.29411764705883,10.947712418300654,1.9607843137254901,Rural
2015,Frederiksberg,1999.0,Begge,657,171.5372907153729,60584.1704718417,3.8051750380517504,83.40943683409436,11.11111111111111,1.67427701674277,Rural
2016,Frederiksberg,2000.0,Begge,707,171.31683168316832,60467.46817538897,1.5558698727015559,84.72418670438473,11.598302687411598,2.1216407355021216,Rural
2017,Frederiksberg,2001.0,Begge,749,171.14819759679574,60432.176234979976,1.4686248331108143,84.913217623498,11.615487316421897,2.0026702269692924,Rural
2018,Frederiksberg,2002.0,Begge,660,170.57272727272726,60536.666666666664,2.1212121212121215,81.21212121212122,13.787878787878787,2.878787878787879,Rural
2019,Frederiksberg,2003.0,Begge,737,171.40298507462686,60880.868385345995,1.2211668928086838,83.5820895522388,13.432835820895523,1.7639077340569878,Rural
2020,Frederiksberg,2004.0,Begge,723,170.24066390041494,59570.26279391425,1.5214384508990317,85.33886583679114,11.065006915629322,2.0746887966804977,Rural
2021,Frederiksberg,2005.0,Begge,579,167.86010362694302,56142.48704663212,2.2452504317789295,86.01036269430051,9.671848013816927,2.072538860103627,Rural
2022,Frederiksberg,2006.0,Begge,569,171.42706502636204,60307.20562390158,1.054481546572935,86.64323374340948,9.84182776801406,2.460456942003515,Rural
2023,Frederiksberg,2007.0,Begge,614,170.98045602605862,60496.905537459286,2.1172638436482085,85.17915309446255,10.097719869706841,2.6058631921824107,Rural
2024,Frederiksberg,2008.0,Begge,737,171.12483039348712,59421.30257801899,2.1709633649932156,86.02442333785618,10.176390773405698,1.6282225237449117,Rural
2025,Frederiksberg,2009.0,Begge,730,171.9794520547945,59901.91780821918,2.054794520547945,89.04109589041096,7.808219178082192,1.095890410958904,Rural
2014,Frederiksberg,1998.0,Kvinde,311,165.7877813504823,56300.964630225084,2.572347266881029,86.17363344051448,9.967845659163988,1.2861736334405145,Rural
2015,Frederiksberg,1999.0,Kvinde,335,167.11940298507463,57922.68656716418,4.179104477611941,83.28358208955224,10.149253731343283,2.3880597014925375,Rural
2016,Frederiksberg,2000.0,Kvinde,335,166.25970149253732,57243.880597014926,1.791044776119403,84.4776119402985,12.238805970149254,1.4925373134328357,Rural
2017,Frederiksberg,2001.0,Kvinde,372,166.38172043010752,57704.56989247312,1.6129032258064515,83.60215053763442,12.634408602150538,2.1505376344086025,Rural
2018,Frederiksberg,2002.0,Kvinde,310,165.38064516129032,57024.51612903226,2.903225806451613,81.29032258064515,14.193548387096774,1.6129032258064515,Rural
2019,Frederiksberg,2003.0,Kvinde,358,166.58379888268158,58225.977653631286,1.3966480446927374,83.24022346368714,13.128491620111731,2.2346368715083798,Rural
2020,Frederiksberg,2004.0,Kvinde,371,166.11320754716982,57406.19946091644,1.078167115902965,86.25336927223721,10.242587601078167,2.4258760107816713,Rural
2021,Frederiksberg,2005.0,Kvinde,281,164.9644128113879,54925.622775800715,1.4234875444839856,87.90035587188612,8.896797153024911,1.7793594306049825,Rural
2022,Frederiksberg,2006.0,Kvinde,242,165.46694214876032,56180.1652892562,0.4132231404958678,89.6694214876033,8.264462809917356,1.6528925619834711,Rural
2023,Frederiksberg,2007.0,Kvinde,284,165.91901408450704,56429.57746478873,2.464788732394366,87.32394366197182,8.450704225352112,1.7605633802816902,Rural
2024,Frederiksberg,2008.0,Kvinde,360,166.53333333333333,55722.22222222222,2.2222222222222223,87.77777777777777,8.333333333333332,1.6666666666666667,Rural
2025,Frederiksberg,2009.0,Kvinde,330,166.23636363636365,55589.09090909091,1.2121212121212122,92.12121212121212,6.363636363636363,0.30303030303030304,Rural
2014,Frederiksberg,1998.0,Mand,301,175.45514950166114,63948.83720930233,0.9966777408637874,84.38538205980066,11.960132890365449,2.6578073089700998,Rural
2015,Frederiksberg,1999.0,Mand,322,176.1335403726708,63353.105590062114,3.4161490683229814,83.54037267080744,12.111801242236025,0.9316770186335404,Rural
2016,Frederiksberg,2000.0,Mand,372,175.8709677419355,63370.43010752688,1.3440860215053763,84.94623655913979,11.021505376344086,2.6881720430107525,Rural
2017,Frederiksberg,2001.0,Mand,377,175.85145888594164,63123.6074270557,1.3262599469496021,86.20689655172413,10.610079575596817,1.8567639257294428,Rural
2018,Frederiksberg,2002.0,Mand,350,175.17142857142858,63647.42857142857,1.4285714285714286,81.14285714285714,13.428571428571429,4.0,Rural
2019,Frederiksberg,2003.0,Mand,379,175.9551451187335,63388.65435356201,1.0554089709762533,83.90501319261213,13.720316622691293,1.3192612137203166,Rural
2020,Frederiksberg,2004.0,Mand,352,174.5909090909091,61851.13636363636,1.9886363636363635,84.375,11.931818181818182,1.7045454545454544,Rural
2021,Frederiksberg,2005.0,Mand,298,170.59060402684563,57289.93288590604,3.0201342281879198,84.22818791946308,10.40268456375839,2.348993288590604,Rural
2022,Frederiksberg,2006.0,Mand,327,175.83792048929664,63361.46788990826,1.529051987767584,84.40366972477065,11.009174311926607,3.058103975535168,Rural
2023,Frederiksberg,2007.0,Mand,330,175.33636363636364,63997.27272727273,1.8181818181818181,83.33333333333334,11.515151515151516,3.3333333333333335,Rural
2024,Frederiksberg,2008.0,Mand,377,175.50928381962865,62953.58090185677,2.122015915119363,84.3501326259947,11.936339522546419,1.5915119363395225,Rural
2025,Frederiksberg,2009.0,Mand,400,176.7175,63460.0,2.75,86.5,9.0,1.7500000000000002,Rural
2014,Frederikshavn,1998.0,Begge,564,170.96808510638297,62792.7304964539,1.773049645390071,76.77304964539007,18.617021276595743,2.8368794326241136,Rural
2015,Frederikshavn,1999.0,Begge,607,170.51235584843494,63119.60461285008,1.3179571663920924,77.92421746293246,15.485996705107082,5.2718286655683695,Rural
2016,Frederikshavn,2000.0,Begge,605,170.2396694214876,62660.49586776859,1.487603305785124,76.69421487603306,15.702479338842975,6.115702479338843,Rural
2017,Frederikshavn,2001.0,Begge,609,170.1231527093596,62644.991789819374,3.284072249589491,74.38423645320196,16.748768472906402,5.582922824302135,Rural
2018,Frederikshavn,2002.0,Begge,566,170.6625441696113,63452.65017667844,1.2367491166077738,74.02826855123675,19.78798586572438,4.946996466431095,Rural
2019,Frederikshavn,2003.0,Begge,608,170.24506578947367,62958.22368421053,1.9736842105263157,75.82236842105263,16.282894736842106,5.921052631578947,Rural
2020,Frederikshavn,2004.0,Begge,566,169.4558303886926,62624.55830388692,1.2367491166077738,71.37809187279152,21.37809187279152,6.007067137809187,Rural
2021,Frederikshavn,2005.0,Begge,564,170.11524822695034,62684.21985815603,1.773049645390071,74.64539007092199,18.97163120567376,4.609929078014184,Rural
2022,Frederikshavn,2006.0,Begge,600,169.73166666666665,62807.333333333336,1.1666666666666667,75,16.166666666666664,7.666666666666666,Rural
2023,Frederikshavn,2007.0,Begge,585,169.94700854700855,62619.48717948718,0.5128205128205128,75.72649572649573,17.94871794871795,5.811965811965812,Rural
2024,Frederikshavn,2008.0,Begge,559,169.9892665474061,62294.99105545617,1.073345259391771,75.49194991055455,18.246869409660107,5.18783542039356,Rural
2025,Frederikshavn,2009.0,Begge,551,169.11252268602541,61080.036297640654,1.0889292196007259,74.41016333938293,19.237749546279492,5.263157894736842,Rural
2014,Frederikshavn,1998.0,Kvinde,275,165.54909090909092,59088.72727272727,1.4545454545454546,78.54545454545455,18.545454545454547,1.4545454545454546,Rural
2015,Frederikshavn,1999.0,Kvinde,286,165.67482517482517,59742.657342657345,1.7482517482517483,80.41958041958041,14.335664335664337,3.4965034965034967,Rural
2016,Frederikshavn,2000.0,Kvinde,291,165.53608247422682,59760.82474226804,2.0618556701030926,76.97594501718214,14.776632302405499,6.185567010309279,Rural
2017,Frederikshavn,2001.0,Kvinde,290,164.7793103448276,59027.58620689655,3.793103448275862,74.82758620689656,15.517241379310345,5.862068965517241,Rural
2018,Frederikshavn,2002.0,Kvinde,296,166.01351351351352,60447.97297297297,1.6891891891891893,72.97297297297297,20.27027027027027,5.0675675675675675,Rural
2019,Frederikshavn,2003.0,Kvinde,303,165.21452145214522,59964.35643564357,1.65016501650165,76.56765676567657,16.5016501650165,5.2805280528052805,Rural
2020,Frederikshavn,2004.0,Kvinde,256,165.12890625,59272.265625,0.78125,77.34375,17.578125,4.296875,Rural
2021,Frederikshavn,2005.0,Kvinde,283,165.84805653710248,59360.77738515901,1.4134275618374559,79.15194346289752,15.901060070671377,3.53356890459364,Rural
2022,Frederikshavn,2006.0,Kvinde,305,164.95409836065573,60059.67213114754,1.3114754098360655,74.75409836065575,16.065573770491802,7.868852459016394,Rural
2023,Frederikshavn,2007.0,Kvinde,267,165.00374531835206,58833.70786516854,1.1235955056179776,78.27715355805243,14.232209737827715,6.367041198501873,Rural
2024,Frederikshavn,2008.0,Kvinde,257,165.4863813229572,59325.29182879377,1.1673151750972763,77.82101167315176,16.731517509727624,4.280155642023346,Rural
2025,Frederikshavn,2009.0,Kvinde,239,164.90376569037656,58855.648535564855,0.8368200836820083,71.96652719665272,22.17573221757322,5.02092050209205,Rural
2014,Frederikshavn,1998.0,Mand,289,176.12456747404843,66317.30103806229,2.0761245674740483,75.08650519031141,18.685121107266436,4.1522491349480966,Rural
2015,Frederikshavn,1999.0,Mand,321,174.82242990654206,66128.34890965732,0.9345794392523363,75.70093457943925,16.510903426791277,6.853582554517133,Rural
2016,Frederikshavn,2000.0,Mand,314,174.59872611464968,65347.770700636946,0.9554140127388535,76.43312101910828,16.560509554140125,6.050955414012739,Rural
2017,Frederikshavn,2001.0,Mand,319,174.98119122257054,65933.54231974922,2.8213166144200628,73.98119122257053,17.86833855799373,5.329153605015674,Rural
2018,Frederikshavn,2002.0,Mand,270,175.75925925925927,66746.66666666667,0.7407407407407408,75.18518518518519,19.25925925925926,4.814814814814815,Rural
2019,Frederikshavn,2003.0,Mand,305,175.24262295081968,65932.45901639345,2.2950819672131146,75.08196721311475,16.065573770491802,6.557377049180328,Rural
