Opgørelsesår,Kommune,Fødselsårgang,Køn,Antal børn,Gennemsnitlig højde i cm,Gennemsnitlig vægt i gram,Procentdel undervægt,Procentdel normalvægt,Procentdel moderat overvægt,Procentdel svær overvægt,urban_rural
2014,Kalundborg,1998.0,Kvinde,33,166.87878787878788,65224.242424242424,3.0303030303030303,60.60606060606061,18.181818181818183,18.181818181818183,Rural
2015,Kalundborg,1999.0,Kvinde,37,164.94594594594594,64048.64864864865,5.405405405405405,54.054054054054056,32.432432432432435,8.108108108108109,Rural
2016,Kalundborg,2000.0,Kvinde,80,165.5375,64683.75,,62.5,25.0,12.5,Rural
2017,Kalundborg,2001.0,Kvinde,230,166.31739130434784,60851.739130434784,1.3043478260869565,76.95652173913044,16.08695652173913,5.6521739130434785,Rural
2018,Kalundborg,2002.0,Kvinde,207,166.84057971014494,59652.657004830915,2.4154589371980677,81.15942028985508,12.077294685990339,4.3478260869565215,Rural
2019,Kalundborg,2003.0,Kvinde,179,166.07262569832403,60437.98882681564,2.2346368715083798,75.97765363128491,15.64245810055866,6.145251396648044,Rural
2020,Kalundborg,2004.0,Kvinde,186,165.81720430107526,59703.22580645161,3.763440860215054,70.96774193548387,19.892473118279568,5.376344086021505,Rural
2021,Kalundborg,2005.0,Kvinde,152,164.30263157894737,58026.31578947369,0.6578947368421052,75,18.421052631578945,5.921052631578947,Rural
2022,Kalundborg,2006.0,Kvinde,157,164.28025477707007,58611.46496815287,1.2738853503184715,76.43312101910828,18.471337579617835,3.821656050955414,Rural
2023,Kalundborg,2007.0,Kvinde,191,164.47120418848166,59158.115183246075,1.5706806282722512,77.4869109947644,15.706806282722512,5.2356020942408374,Rural
2024,Kalundborg,2008.0,Kvinde,216,165.38425925925927,59051.851851851854,2.7777777777777777,75.46296296296296,17.59259259259259,4.166666666666666,Rural
2025,Kalundborg,2009.0,Kvinde,198,164.66666666666666,59914.14141414141,0.5050505050505051,71.71717171717171,22.727272727272727,5.05050505050505,Rural
2014,Kalundborg,1998.0,Mand,26,175.42307692307693,70730.76923076923,3.8461538461538463,53.84615384615385,26.923076923076923,15.384615384615385,Rural
2015,Kalundborg,1999.0,Mand,33,173.45454545454547,68493.93939393939,,69.6969696969697,21.21212121212121,9.090909090909092,Rural
2016,Kalundborg,2000.0,Mand,83,176.6987951807229,70916.86746987952,1.2048192771084338,71.08433734939759,16.867469879518072,10.843373493975903,Rural
2017,Kalundborg,2001.0,Mand,252,176.8373015873016,66898.80952380953,1.984126984126984,76.5873015873016,15.079365079365079,6.349206349206349,Rural
2018,Kalundborg,2002.0,Mand,227,177.8590308370044,67384.140969163,2.2026431718061676,75.77092511013215,18.06167400881057,3.9647577092511015,Rural
2019,Kalundborg,2003.0,Mand,232,175.41810344827587,64649.137931034486,1.7241379310344827,77.15517241379311,16.379310344827587,4.741379310344827,Rural
2020,Kalundborg,2004.0,Mand,227,173.53303964757708,62676.651982378855,2.2026431718061676,76.65198237885463,16.299559471365637,4.845814977973569,Rural
2021,Kalundborg,2005.0,Mand,172,170.78488372093022,61844.186046511626,2.3255813953488373,73.25581395348837,17.441860465116278,6.976744186046512,Rural
2022,Kalundborg,2006.0,Mand,194,172.0721649484536,63919.072164948455,1.0309278350515463,70.10309278350515,21.649484536082475,7.216494845360824,Rural
2023,Kalundborg,2007.0,Mand,197,174.76142131979697,66023.8578680203,0.5076142131979695,73.60406091370558,17.766497461928935,8.121827411167512,Rural
2024,Kalundborg,2008.0,Mand,228,174.390350877193,65197.36842105263,0.43859649122807015,78.50877192982456,13.157894736842104,7.894736842105263,Rural
2025,Kalundborg,2009.0,Mand,235,174.54468085106382,66317.02127659574,,71.91489361702128,18.72340425531915,9.361702127659575,Rural
2014,Kerteminde,1998.0,Begge,230,171.3,64492.17391304348,0.8695652173913043,76.08695652173914,19.130434782608695,3.91304347826087,Rural
2015,Kerteminde,1999.0,Begge,214,170.5373831775701,63244.85981308411,1.4018691588785046,78.50467289719626,15.887850467289718,4.205607476635514,Rural
2016,Kerteminde,2000.0,Begge,80,169.875,64107.5,1.25,65,28.749999999999996,5.0,Rural
2017,Kerteminde,2001.0,Begge,235,170.0255319148936,61554.04255319149,1.702127659574468,77.02127659574468,16.595744680851062,4.680851063829787,Rural
2018,Kerteminde,2002.0,Begge,266,169.12406015037595,60878.1954887218,1.1278195488721803,77.81954887218046,15.037593984962406,6.015037593984962,Rural
2019,Kerteminde,2003.0,Begge,268,168.88059701492537,59398.880597014926,3.731343283582089,79.1044776119403,13.432835820895523,3.731343283582089,Rural
2020,Kerteminde,2004.0,Begge,251,169.20717131474103,61547.011952191235,,77.29083665338645,16.334661354581673,6.374501992031872,Rural
2021,Kerteminde,2005.0,Begge,214,169.18691588785046,60599.53271028037,3.2710280373831773,75.23364485981308,15.887850467289718,5.607476635514018,Rural
2022,Kerteminde,2006.0,Begge,235,169.07659574468084,60025.53191489362,0.425531914893617,81.27659574468085,13.617021276595745,4.680851063829787,Rural
2023,Kerteminde,2007.0,Begge,226,169.68141592920355,61919.91150442478,0.8849557522123894,77.43362831858407,14.15929203539823,7.52212389380531,Rural
2024,Kerteminde,2008.0,Begge,195,169.93333333333334,61404.61538461538,2.051282051282051,77.43589743589745,15.384615384615385,5.128205128205128,Rural
2025,Kerteminde,2009.0,Begge,218,168.39908256880733,57560.550458715596,4.128440366972478,83.94495412844036,9.63302752293578,2.293577981651376,Rural
2014,Kerteminde,1998.0,Kvinde,114,166.23684210526315,62248.245614035084,0.8771929824561403,71.9298245614035,20.175438596491226,7.017543859649122,Rural
2015,Kerteminde,1999.0,Kvinde,117,165.47863247863248,59951.282051282054,0.8547008547008548,80.34188034188034,14.529914529914532,4.273504273504273,Rural
2016,Kerteminde,2000.0,Kvinde,42,165.04761904761904,60766.666666666664,2.380952380952381,59.523809523809526,30.952380952380953,7.142857142857142,Rural
2017,Kerteminde,2001.0,Kvinde,112,166.02678571428572,59781.25,0.8928571428571428,76.78571428571429,18.75,3.571428571428571,Rural
2018,Kerteminde,2002.0,Kvinde,127,165.58267716535434,58730.708661417324,0.7874015748031495,79.52755905511812,14.173228346456693,5.511811023622047,Rural
2019,Kerteminde,2003.0,Kvinde,135,165.6,57930.37037037037,3.7037037037037033,80,10.37037037037037,5.9259259259259265,Rural
2020,Kerteminde,2004.0,Kvinde,132,165.5909090909091,60265.90909090909,,73.48484848484848,20.454545454545457,6.0606060606060606,Rural
2021,Kerteminde,2005.0,Kvinde,111,164.80180180180182,56427.02702702703,3.6036036036036037,81.08108108108108,13.513513513513514,1.8018018018018018,Rural
2022,Kerteminde,2006.0,Kvinde,115,164.11304347826086,57266.086956521736,,78.26086956521739,19.130434782608695,2.608695652173913,Rural
2023,Kerteminde,2007.0,Kvinde,102,164.2450980392157,57955.882352941175,1.9607843137254901,80.3921568627451,12.745098039215685,4.901960784313726,Rural
2024,Kerteminde,2008.0,Kvinde,79,165.43037974683546,58543.037974683546,1.2658227848101267,83.54430379746836,8.860759493670885,6.329113924050633,Rural
2025,Kerteminde,2009.0,Kvinde,102,164.34313725490196,55554.901960784315,2.941176470588235,83.33333333333334,11.76470588235294,1.9607843137254901,Rural
2014,Kerteminde,1998.0,Mand,116,176.27586206896552,66697.41379310345,0.8620689655172413,80.17241379310344,18.103448275862068,0.8620689655172413,Rural
2015,Kerteminde,1999.0,Mand,97,176.63917525773195,67217.52577319587,2.0618556701030926,76.28865979381443,17.525773195876287,4.123711340206185,Rural
2016,Kerteminde,2000.0,Mand,38,175.21052631578948,67800.0,,71.05263157894737,26.31578947368421,2.631578947368421,Rural
2017,Kerteminde,2001.0,Mand,123,173.66666666666666,63168.29268292683,2.4390243902439024,77.23577235772358,14.634146341463413,5.691056910569105,Rural
2018,Kerteminde,2002.0,Mand,139,172.35971223021582,62840.287769784176,1.4388489208633095,76.2589928057554,15.827338129496402,6.474820143884892,Rural
2019,Kerteminde,2003.0,Mand,133,172.21052631578948,60889.47368421053,3.7593984962406015,78.19548872180451,16.541353383458645,1.5037593984962405,Rural
2020,Kerteminde,2004.0,Mand,119,173.21848739495798,62968.06722689076,,81.5126050420168,11.76470588235294,6.722689075630252,Rural
2021,Kerteminde,2005.0,Mand,103,173.9126213592233,65096.11650485437,2.912621359223301,68.93203883495146,18.446601941747574,9.70873786407767,Rural
2022,Kerteminde,2006.0,Mand,120,173.83333333333334,62670.0,0.8333333333333334,84.16666666666667,8.333333333333332,6.666666666666667,Rural
2023,Kerteminde,2007.0,Mand,124,174.15322580645162,65180.645161290326,,75,15.32258064516129,9.67741935483871,Rural
2024,Kerteminde,2008.0,Mand,116,173.0,63353.44827586207,2.586206896551724,73.27586206896551,19.82758620689655,4.310344827586207,Rural
2025,Kerteminde,2009.0,Mand,116,171.9655172413793,59324.137931034486,5.172413793103448,84.48275862068965,7.758620689655173,2.586206896551724,Rural
2014,Kolding,1998.0,Begge,894,170.17897091722594,59987.472035794184,2.013422818791946,82.99776286353467,11.856823266219239,3.131991051454139,Urban
2015,Kolding,1999.0,Begge,1011,170.68150346191888,60984.37190900099,2.274975272007913,80.811078140455,12.660731948565775,4.253214638971316,Urban
2016,Kolding,2000.0,Begge,1001,169.71228771228772,59847.55244755245,2.697302697302697,80.71928071928072,13.386613386613385,3.196803196803197,Urban
2017,Kolding,2001.0,Begge,1028,169.95719844357976,60028.21011673152,2.237354085603113,80.1556420233463,14.202334630350194,3.404669260700389,Urban
2018,Kolding,2002.0,Begge,1014,170.49013806706114,60710.65088757397,1.8737672583826428,80.86785009861933,14.398422090729785,2.8599605522682445,Urban
2019,Kolding,2003.0,Begge,1135,170.16740088105726,60608.898678414094,2.4669603524229076,79.8237885462555,14.185022026431717,3.524229074889868,Urban
2020,Kolding,2004.0,Begge,985,170.5776649746193,61255.43147208122,2.233502538071066,78.57868020304568,15.634517766497463,3.5532994923857872,Urban
2021,Kolding,2005.0,Begge,714,169.9173669467787,60746.07843137255,1.400560224089636,79.97198879551821,14.705882352941178,3.9215686274509802,Urban
2022,Kolding,2006.0,Begge,372,171.26344086021504,63120.967741935485,3.225806451612903,73.9247311827957,16.666666666666664,6.182795698924731,Urban
2023,Kolding,2007.0,Begge,790,170.43417721518986,60771.898734177215,1.89873417721519,80.12658227848102,14.430379746835442,3.5443037974683547,Urban
2024,Kolding,2008.0,Begge,925,170.24324324324326,59867.45945945946,1.8378378378378377,82.8108108108108,12.756756756756756,2.5945945945945943,Urban
2025,Kolding,2009.0,Begge,698,170.8567335243553,59581.805157593124,3.151862464183381,83.2378223495702,11.89111747851003,1.7191977077363898,Urban
2014,Kolding,1998.0,Kvinde,416,165.30048076923077,57410.57692307692,2.403846153846154,82.21153846153845,11.778846153846153,3.6057692307692304,Urban
2015,Kolding,1999.0,Kvinde,478,166.0899581589958,58469.87447698745,1.2552301255230125,81.58995815899581,13.807531380753138,3.3472803347280333,Urban
2016,Kolding,2000.0,Kvinde,510,165.6843137254902,58469.80392156863,2.156862745098039,79.80392156862746,13.92156862745098,4.117647058823529,Urban
2017,Kolding,2001.0,Kvinde,513,165.89473684210526,57727.0955165692,2.3391812865497075,79.53216374269006,13.64522417153996,4.483430799220272,Urban
2018,Kolding,2002.0,Kvinde,470,165.76808510638298,58264.89361702128,2.127659574468085,79.57446808510639,14.680851063829786,3.6170212765957444,Urban
2019,Kolding,2003.0,Kvinde,567,165.94885361552028,58131.922398589064,2.821869488536155,79.8941798941799,13.932980599647266,3.3509700176366843,Urban
2020,Kolding,2004.0,Kvinde,458,166.5873362445415,58904.803493449785,1.9650655021834063,80.34934497816593,14.192139737991265,3.4934497816593884,Urban
2021,Kolding,2005.0,Kvinde,360,165.4138888888889,57973.333333333336,2.2222222222222223,80,13.61111111111111,4.166666666666666,Urban
2022,Kolding,2006.0,Kvinde,155,165.16129032258064,58263.22580645161,1.2903225806451613,79.35483870967742,15.483870967741936,3.870967741935484,Urban
2023,Kolding,2007.0,Kvinde,371,166.07277628032344,58304.043126684635,2.15633423180593,81.13207547169812,12.668463611859837,4.0431266846361185,Urban
2024,Kolding,2008.0,Kvinde,400,165.0925,55829.0,2.25,85.25,11.25,1.25,Urban
2025,Kolding,2009.0,Kvinde,290,165.7448275862069,55475.1724137931,4.827586206896552,84.13793103448276,10.0,1.0344827586206897,Urban
2014,Kolding,1998.0,Mand,478,174.4246861924686,62230.12552301255,1.6736401673640167,83.68200836820083,11.92468619246862,2.7196652719665275,Urban
2015,Kolding,1999.0,Mand,533,174.79924953095684,63239.39962476548,3.189493433395872,80.1125703564728,11.632270168855536,5.065666041275797,Urban
2016,Kolding,2000.0,Mand,491,173.89613034623218,61278.61507128309,3.2586558044806515,81.67006109979633,12.830957230142568,2.240325865580448,Urban
2017,Kolding,2001.0,Mand,515,174.00388349514563,62320.388349514564,2.1359223300970873,80.7766990291262,14.757281553398057,2.3300970873786406,Urban
2018,Kolding,2002.0,Mand,544,174.56985294117646,62823.71323529412,1.6544117647058825,81.98529411764706,14.154411764705882,2.2058823529411766,Urban
2019,Kolding,2003.0,Mand,568,174.37852112676057,63081.51408450704,2.112676056338028,79.75352112676056,14.43661971830986,3.697183098591549,Urban
2020,Kolding,2004.0,Mand,527,174.04554079696393,63298.29222011385,2.4667931688804554,77.03984819734345,16.888045540796963,3.6053130929791273,Urban
2021,Kolding,2005.0,Mand,354,174.49717514124293,63565.819209039546,0.5649717514124294,79.94350282485875,15.819209039548024,3.672316384180791,Urban
2022,Kolding,2006.0,Mand,217,175.6221198156682,66590.78341013825,4.6082949308755765,70.04608294930875,17.51152073732719,7.834101382488479,Urban
2023,Kolding,2007.0,Mand,419,174.29594272076372,62957.040572792364,1.6706443914081146,79.23627684964201,15.990453460620524,3.1026252983293556,Urban
2024,Kolding,2008.0,Mand,525,174.16761904761904,62944.380952380954,1.5238095238095237,80.95238095238095,13.904761904761905,3.619047619047619,Urban
2025,Kolding,2009.0,Mand,408,174.49019607843138,62500.73529411765,1.9607843137254901,82.59803921568627,13.23529411764706,2.2058823529411766,Urban
2014,København,1998.0,Begge,2801,168.96179935737237,59683.11317386648,2.034987504462692,79.22170653338092,14.958943234559086,3.7843627275972866,Urban
2015,København,1999.0,Begge,3376,169.43394549763033,60041.943127962084,2.4289099526066353,79.56161137440758,13.89218009478673,4.117298578199052,Urban
2016,København,2000.0,Begge,3619,169.17131804365846,59757.00469743023,2.321083172147002,80.38132080685271,13.51201989499862,3.785576126001658,Urban
2017,København,2001.0,Begge,3707,169.52414351227407,59910.6824925816,2.292959266253035,79.76800647423794,14.378203398974913,3.5608308605341246,Urban
2018,København,2002.0,Begge,3832,169.38700417536535,59969.49373695198,2.1659707724425887,80.01043841336117,13.491649269311065,4.3319415448851775,Urban
2019,København,2003.0,Begge,3834,169.39332290036515,59486.72404799165,2.112676056338028,80.69900886802294,13.484611371935316,3.7037037037037033,Urban
2020,København,2004.0,Begge,3752,169.07995735607676,58972.6012793177,2.478678038379531,81.13006396588486,13.00639658848614,3.384861407249467,Urban
2021,København,2005.0,Begge,3603,168.98529003608104,59279.55870108243,2.470163752428532,79.406050513461,14.959755759089646,3.1640299750208163,Urban
2022,København,2006.0,Begge,3685,169.55332428765266,59395.9565807327,2.360922659430122,81.70963364993216,12.53731343283582,3.3921302578018993,Urban
2023,København,2007.0,Begge,3955,169.83109987357776,59477.7623261694,2.402022756005057,82.0480404551201,12.262958280657395,3.286978508217446,Urban
2024,København,2008.0,Begge,4370,170.195881006865,59618.604118993135,1.8993135011441646,83.20366132723113,12.128146453089245,2.768878718535469,Urban
2025,København,2009.0,Begge,4499,170.21804845521228,59409.80217826184,2.2893976439208714,83.64080906868193,11.424761058012892,2.6450322293843076,Urban
2014,København,1998.0,Kvinde,1414,164.7814710042433,57081.966053748234,2.1923620933521923,79.70297029702971,14.56859971711457,3.536067892503536,Urban
2015,København,1999.0,Kvinde,1659,164.9198312236287,57225.43701024714,2.8933092224231465,80.04822182037373,12.899336949969861,4.159132007233273,Urban
2016,København,2000.0,Kvinde,1800,164.9788888888889,57033.944444444445,2.666666666666667,80.83333333333333,13.166666666666666,3.3333333333333335,Urban
2017,København,2001.0,Kvinde,1804,165.22893569844788,57445.12195121951,2.161862527716186,79.76718403547672,14.412416851441243,3.6585365853658534,Urban
2018,København,2002.0,Kvinde,1908,165.29297693920336,57705.03144654088,2.4633123689727463,79.45492662473794,14.20335429769392,3.878406708595388,Urban
2019,København,2003.0,Kvinde,1937,165.3846153846154,57401.961796592666,2.374806401652039,79.81414558595766,13.990707279297885,3.820340733092411,Urban
2020,København,2004.0,Kvinde,1881,165.31951089845828,56686.602870813396,2.711323763955343,81.0207336523126,13.290802764486976,2.977139819245082,Urban
2021,København,2005.0,Kvinde,1821,165.1938495332235,57032.56452498627,2.5809994508511807,79.9560680944536,14.71718835804503,2.7457440966501925,Urban
2022,København,2006.0,Kvinde,1777,165.18683173888576,56518.00787844682,2.4760832864378166,82.94879009566685,12.042768711311199,2.5323579065841306,Urban
2023,København,2007.0,Kvinde,1857,165.32148626817448,56518.093699515346,2.2078621432417878,83.57565966612816,11.470113085621971,2.7463651050080773,Urban
2024,København,2008.0,Kvinde,2060,165.61844660194174,56559.611650485436,2.233009708737864,83.83495145631068,11.699029126213592,2.233009708737864,Urban
2025,København,2009.0,Kvinde,2162,165.51803885291397,56219.287696577245,2.4514338575393153,83.90379278445883,11.424606845513413,2.2201665124884364,Urban
2014,København,1998.0,Mand,1387,173.22350396539292,62334.89545782264,1.8745493871665464,78.73107426099494,15.356885364095168,4.037490987743331,Urban
2015,København,1999.0,Mand,1717,173.79557367501457,62763.30809551544,1.9801980198019802,79.09143855562026,14.85148514851485,4.0768782760629,Urban
2016,København,2000.0,Mand,1819,173.3199560197911,62451.62177020341,1.9791094007696537,79.93402968664101,13.853765805387575,4.233095107201759,Urban
2017,København,2001.0,Mand,1903,173.59590120861796,62247.97687861272,2.417235943247504,79.76878612716763,14.345769837099317,3.4682080924855487,Urban
2018,København,2002.0,Mand,1924,173.44698544698545,62215.12474012474,1.8711018711018712,80.56133056133056,12.785862785862786,4.781704781704782,Urban
2019,København,2003.0,Mand,1897,173.48655772272008,61615.44544016869,1.8450184501845017,81.60253031101739,12.967843964153927,3.584607274644175,Urban
2020,København,2004.0,Mand,1871,172.86050240513094,61270.81774452165,2.244788882950294,81.23997862105826,12.720470336718332,3.7947621592731156,Urban
2021,København,2005.0,Mand,1782,172.8597081930415,61575.72951739618,2.356902356902357,78.84399551066218,15.20763187429854,3.5914702581369253,Urban
2022,København,2006.0,Mand,1908,173.62002096436058,62076.310272536684,2.2536687631027252,80.55555555555556,12.997903563941298,4.1928721174004195,Urban
2023,København,2007.0,Mand,2098,173.82268827454718,62097.449952335555,2.5738798856053386,80.69590085795996,12.96472831267874,3.765490943755958,Urban
2024,København,2008.0,Mand,2310,174.27792207792209,62346.5367965368,1.6017316017316017,82.64069264069263,12.51082251082251,3.2467532467532463,Urban
2025,København,2009.0,Mand,2337,174.5661103979461,62361.40350877193,2.139495079161318,83.39751818570818,11.424903722721439,3.0380830124090714,Urban
2014,Køge,1998.0,Begge,213,170.7699530516432,61894.366197183095,0.9389671361502347,77.46478873239437,15.023474178403756,6.572769953051644,Rural
2015,Køge,1999.0,Begge,479,168.85594989561588,61155.949895615864,0.6263048016701461,75.5741127348643,17.118997912317326,6.6805845511482245,Rural
2016,Køge,2000.0,Begge,415,168.68915662650602,60398.79518072289,1.4457831325301205,76.86746987951807,17.59036144578313,4.096385542168675,Rural
2017,Køge,2001.0,Begge,346,168.8728323699422,60738.72832369942,1.1560693641618496,78.03468208092485,15.31791907514451,5.491329479768786,Rural
2018,Køge,2002.0,Begge,451,169.68736141906874,60556.31929046563,1.3303769401330376,80.93126385809313,14.19068736141907,3.5476718403547673,Rural
2019,Køge,2003.0,Begge,548,169.10036496350364,59557.664233576645,1.824817518248175,80.1094890510949,14.233576642335766,3.832116788321168,Rural
2020,Køge,2004.0,Begge,709,169.49788434414668,60714.245416078986,1.9746121297602257,77.1509167842031,16.643159379407617,4.231311706629055,Rural
2021,Køge,2005.0,Begge,477,168.8176100628931,59627.2536687631,2.0964360587002098,76.72955974842768,17.40041928721174,3.7735849056603774,Rural
2022,Køge,2006.0,Begge,721,169.7766990291262,61274.479889042996,1.8030513176144243,77.11511789181692,16.643550624133148,4.438280166435506,Rural
2023,Køge,2007.0,Begge,662,169.91087613293053,61002.26586102719,1.9637462235649545,77.49244712990937,13.897280966767372,6.646525679758309,Rural
2024,Køge,2008.0,Begge,636,169.36320754716982,60789.46540880503,1.257861635220126,79.55974842767296,14.779874213836477,4.40251572327044,Rural
2025,Køge,2009.0,Begge,609,169.0935960591133,60105.418719211826,1.3136288998357963,78.98193760262726,14.285714285714285,5.41871921182266,Rural
2014,Køge,1998.0,Kvinde,85,165.34117647058824,57902.35294117647,,82.35294117647058,11.76470588235294,5.88235294117647,Rural
2015,Køge,1999.0,Kvinde,239,165.19246861924685,59805.85774058577,0.41841004184100417,73.64016736401673,18.828451882845187,7.112970711297072,Rural
2016,Køge,2000.0,Kvinde,217,164.52534562211983,57804.60829493088,2.3041474654377883,75.57603686635944,17.51152073732719,4.6082949308755765,Rural
2017,Køge,2001.0,Kvinde,160,165.15625,58556.25,0.625,79.375,14.374999999999998,5.625,Rural
2018,Køge,2002.0,Kvinde,203,164.9064039408867,57866.50246305419,0.9852216748768473,81.77339901477832,12.807881773399016,4.433497536945813,Rural
2019,Køge,2003.0,Kvinde,259,164.65637065637065,57978.37837837838,2.7027027027027026,75.2895752895753,17.760617760617762,4.247104247104247,Rural
2020,Køge,2004.0,Kvinde,327,165.5749235474006,58730.88685015291,0.9174311926605505,76.75840978593273,18.960244648318042,3.3639143730886847,Rural
2021,Køge,2005.0,Kvinde,239,165.0836820083682,57286.610878661086,2.092050209205021,77.40585774058577,17.573221757322173,2.928870292887029,Rural
2022,Køge,2006.0,Kvinde,347,165.63112391930835,58343.804034582136,2.0172910662824206,77.23342939481267,18.443804034582133,2.3054755043227666,Rural
2023,Køge,2007.0,Kvinde,296,165.38851351351352,57990.87837837838,1.6891891891891893,78.04054054054053,15.54054054054054,4.72972972972973,Rural
2024,Køge,2008.0,Kvinde,291,164.62886597938143,56804.12371134021,1.3745704467353952,82.81786941580756,13.402061855670103,2.405498281786942,Rural
2025,Køge,2009.0,Kvinde,284,164.44366197183098,57294.01408450704,1.4084507042253522,79.92957746478874,13.380281690140844,5.28169014084507,Rural
2014,Køge,1998.0,Mand,128,174.375,64545.3125,1.5625,74.21875,17.1875,7.03125,Rural
2015,Køge,1999.0,Mand,240,172.50416666666666,62500.416666666664,0.8333333333333334,77.5,15.416666666666668,6.25,Rural
2016,Køge,2000.0,Mand,198,173.25252525252526,63241.919191919194,0.5050505050505051,78.28282828282829,17.67676767676768,3.535353535353535,Rural
2017,Køge,2001.0,Mand,186,172.06989247311827,62616.12903225807,1.6129032258064515,76.88172043010752,16.129032258064516,5.376344086021505,Rural
2018,Køge,2002.0,Mand,248,173.6008064516129,62758.06451612903,1.6129032258064515,80.24193548387096,15.32258064516129,2.82258064516129,Rural
2019,Køge,2003.0,Mand,289,173.08304498269896,60973.010380622836,1.0380622837370241,84.42906574394463,11.072664359861593,3.4602076124567476,Rural
2020,Køge,2004.0,Mand,382,172.85602094240838,62412.041884816754,2.8795811518324608,77.4869109947644,14.659685863874344,4.973821989528796,Rural
2021,Køge,2005.0,Mand,238,172.5672268907563,61977.731092436974,2.100840336134454,76.05042016806722,17.22689075630252,4.621848739495799,Rural
2022,Køge,2006.0,Mand,374,173.62299465240642,63993.58288770053,1.6042780748663104,77.00534759358288,14.973262032085561,6.417112299465241,Rural
2023,Køge,2007.0,Mand,366,173.56830601092895,63437.70491803279,2.185792349726776,77.04918032786885,12.568306010928962,8.19672131147541,Rural
2024,Køge,2008.0,Mand,345,173.35652173913044,64151.014492753624,1.1594202898550725,76.81159420289855,15.942028985507244,6.086956521739131,Rural
2025,Køge,2009.0,Mand,325,173.15692307692308,62562.153846153844,1.2307692307692308,78.15384615384615,15.076923076923077,5.538461538461538,Rural
2014,Langeland,1998.0,Begge,121,171.54545454545453,63420.66115702479,4.132231404958678,73.55371900826447,14.87603305785124,7.43801652892562,Rural
2015,Langeland,1999.0,Begge,135,169.5037037037037,62842.96296296296,0.7407407407407408,72.5925925925926,19.25925925925926,7.4074074074074066,Rural
2016,Langeland,2000.0,Begge,115,170.6,62346.95652173913,0.8695652173913043,74.78260869565217,18.26086956521739,6.086956521739131,Rural
2017,Langeland,2001.0,Begge,118,170.1949152542373,64079.661016949154,1.694915254237288,72.03389830508475,20.33898305084746,5.932203389830509,Rural
2018,Langeland,2002.0,Begge,94,171.60638297872342,65402.12765957447,2.127659574468085,64.8936170212766,27.659574468085108,5.319148936170213,Rural
2019,Langeland,2003.0,Begge,109,168.9816513761468,60014.678899082566,2.7522935779816518,73.39449541284404,21.100917431192663,2.7522935779816518,Rural
2020,Langeland,2004.0,Begge,110,168.56363636363636,61137.27272727273,0.9090909090909091,76.36363636363637,16.363636363636363,6.363636363636363,Rural
2021,Langeland,2005.0,Begge,104,168.04807692307693,59581.730769230766,2.8846153846153846,73.07692307692307,19.230769230769234,4.807692307692308,Rural
2022,Langeland,2006.0,Begge,89,169.30337078651687,62970.786516853936,2.247191011235955,69.66292134831461,19.101123595505616,8.98876404494382,Rural
2023,Langeland,2007.0,Begge,100,169.85,63217.0,,71,18.0,11.0,Rural
2024,Langeland,2008.0,Begge,80,169.4625,64060.0,,71.25,20.0,8.75,Rural
2025,Langeland,2009.0,Begge,85,167.48235294117646,62071.76470588235,,69.41176470588235,21.176470588235293,9.411764705882353,Rural
2014,Langeland,1998.0,Kvinde,50,166.74,59310.0,,82,18.0,,Rural
2015,Langeland,1999.0,Kvinde,75,166.12,61137.333333333336,1.3333333333333335,69.33333333333334,22.666666666666664,6.666666666666667,Rural
2016,Langeland,2000.0,Kvinde,46,165.34782608695653,58821.739130434784,,78.26086956521739,17.391304347826086,4.3478260869565215,Rural
2017,Langeland,2001.0,Kvinde,61,165.18032786885246,59550.81967213115,3.278688524590164,72.1311475409836,19.672131147540984,4.918032786885246,Rural
2018,Langeland,2002.0,Kvinde,41,166.4390243902439,62092.68292682927,2.4390243902439024,65.85365853658537,24.390243902439025,7.317073170731707,Rural
2019,Langeland,2003.0,Kvinde,54,165.07407407407408,57640.74074074074,1.8518518518518516,74.07407407407408,22.22222222222222,1.8518518518518516,Rural
2020,Langeland,2004.0,Kvinde,52,165.0,59796.153846153844,1.9230769230769231,75,13.461538461538462,9.615384615384617,Rural
2021,Langeland,2005.0,Kvinde,54,165.0,58044.444444444445,3.7037037037037033,72.22222222222221,18.51851851851852,5.555555555555555,Rural
2022,Langeland,2006.0,Kvinde,40,165.1,60290.0,,72.5,22.5,5.0,Rural
2023,Langeland,2007.0,Kvinde,43,165.25581395348837,61972.09302325582,,72.09302325581395,11.627906976744185,16.27906976744186,Rural
2024,Langeland,2008.0,Kvinde,32,164.875,58425.0,,78.125,21.875,,Rural
2025,Langeland,2009.0,Kvinde,42,162.4047619047619,58911.90476190476,,73.80952380952381,16.666666666666664,9.523809523809524,Rural
2014,Langeland,1998.0,Mand,71,174.92957746478874,66315.49295774648,7.042253521126761,67.6056338028169,12.676056338028168,12.676056338028168,Rural
2015,Langeland,1999.0,Mand,60,173.73333333333332,64975.0,,76.66666666666667,15.0,8.333333333333332,Rural
2016,Langeland,2000.0,Mand,69,174.1014492753623,64697.10144927536,1.4492753623188406,72.46376811594203,18.84057971014493,7.246376811594203,Rural
2017,Langeland,2001.0,Mand,57,175.56140350877192,68926.31578947368,,71.9298245614035,21.052631578947366,7.017543859649122,Rural
2018,Langeland,2002.0,Mand,53,175.60377358490567,67962.2641509434,1.8867924528301887,64.15094339622641,30.18867924528302,3.7735849056603774,Rural
